,Airport_1,Airport_2,sum,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
193,LAX,MIA,19316,17.3225806452,17.1428571429,17.6774193548,17.3,17.1935483871,17.6333333333,17.6774193548,16.935483871,16.0,16.0,17.6333333333,17.935483871,17.4838709677,17.5357142857,18.0,18.0,17.935483871,18.6,18.5806451613,18.9032258065,17.8,17.9677419355,18.0,18.2580645161,18.1290322581,18.0344827586,18.0,18.0,18.7741935484,19.4666666667,19.5483870968,18.1290322581,14.0,15.6774193548,15.9666666667,17.0967741935
194,IAH,PHX,19298,17.6451612903,17.7142857143,19.1290322581,17.6666666667,18.4193548387,19.1,19.1612903226,18.0,17.0666666667,19.6451612903,19.5,20.7096774194,19.4193548387,19.4642857143,20.5161290323,19.5666666667,19.7741935484,21.0,21.2580645161,20.0967741935,17.6,18.3870967742,18.6333333333,18.2580645161,17.0967741935,16.8275862069,16.8387096774,15.0,15.6129032258,15.2666666667,13.0967741935,11.2258064516,12.2,13.0322580645,14.9333333333,15.0322580645
195,ATL,IAD,19170,19.0967741935,18.4642857143,17.4193548387,19.6333333333,18.935483871,18.6333333333,18.8387096774,19.3548387097,19.9666666667,18.8064516129,18.5333333333,18.3870967742,19.3225806452,17.5357142857,16.2258064516,14.8666666667,14.7096774194,16.0666666667,15.064516129,15.2903225806,15.5,14.8387096774,14.5,14.1935483871,14.1612903226,14.7931034483,15.935483871,18.3333333333,19.064516129,19.0666666667,18.0,19.2903225806,19.3,18.8709677419,20.2666666667,18.4838709677
196,IAH,MIA,19027,17.9032258065,19.6071428571,21.2580645161,16.6666666667,17.8709677419,17.7333333333,17.6129032258,16.6451612903,16.0666666667,17.7096774194,19.3,20.6451612903,18.2258064516,17.4642857143,16.8387096774,16.0,17.5806451613,17.6666666667,16.9677419355,16.0967741935,15.5333333333,16.9677419355,17.3333333333,20.1612903226,19.7741935484,19.5172413793,17.1290322581,15.8,15.9677419355,16.6666666667,13.6129032258,14.5483870968,14.7333333333,15.6451612903,17.5666666667,18.2903225806
197,DFW,SNA,19012,18.3870967742,18.2857142857,18.1935483871,18.2666666667,18.7419354839,18.9666666667,18.6451612903,18.1935483871,18.3333333333,18.3870967742,17.5333333333,18.5161290323,18.7419354839,18.8571428571,18.7419354839,16.9333333333,16.7741935484,17.2,17.1612903226,16.7741935484,16.4,16.1935483871,15.6666666667,16.3225806452,16.1290322581,16.5517241379,16.6451612903,16.7,16.9677419355,17.2666666667,17.0967741935,17.0967741935,16.2666666667,16.0,15.6666666667,15.9677419355
198,DEN,MCO,18901,14.8064516129,16.0357142857,18.1612903226,15.9666666667,15.8709677419,16.3,16.1935483871,14.8709677419,13.9666666667,15.4838709677,13.5333333333,17.2258064516,16.1290322581,16.5714285714,18.2258064516,16.3333333333,17.2258064516,17.9,17.6774193548,16.6451612903,15.6333333333,17.2580645161,17.7666666667,20.2258064516,19.7096774194,19.4827586207,21.0322580645,19.0666666667,18.1612903226,18.3333333333,18.4838709677,18.1290322581,17.4,17.6774193548,17.3,19.7741935484
199,MDW,MSP,18878,15.9677419355,16.3571428571,17.0,16.6666666667,16.3548387097,17.1333333333,16.1612903226,16.3870967742,17.1666666667,19.4193548387,18.1333333333,17.2580645161,22.3870967742,20.8214285714,19.2258064516,17.0666666667,15.4516129032,18.0666666667,18.4193548387,18.064516129,15.8333333333,16.9677419355,14.4333333333,18.0967741935,15.8709677419,15.0,19.3870967742,17.7333333333,16.7741935484,18.8666666667,17.6774193548,18.3870967742,16.4333333333,15.5483870968,13.9333333333,15.5806451613
200,SJC,SNA,18867,16.0967741935,16.1785714286,14.9677419355,16.0666666667,16.0322580645,16.4,16.1290322581,15.8387096774,16.2,16.3225806452,15.7,15.6129032258,15.935483871,16.0,16.3225806452,16.6,16.1290322581,16.5333333333,16.3870967742,16.0967741935,15.9666666667,16.1290322581,16.3333333333,16.0322580645,15.8064516129,16.0,16.5806451613,16.4,16.4193548387,21.2666666667,22.0322580645,22.5806451613,21.9333333333,21.8387096774,21.6666666667,21.0322580645
201,BOS,MCO,18769,14.8387096774,16.7142857143,17.7419354839,17.8666666667,16.0967741935,16.4,17.6774193548,17.8064516129,12.6333333333,13.6451612903,16.4,17.4193548387,16.0,18.6785714286,18.0,19.0,16.0,16.6666666667,17.2903225806,17.4838709677,13.6666666667,14.5161290323,16.2333333333,18.7741935484,19.4516129032,20.8620689655,19.6129032258,20.1666666667,14.6451612903,15.0,15.935483871,15.7741935484,14.2666666667,19.7419354839,21.2666666667,22.3870967742
202,CLT,TPA,18766,17.0322580645,17.2857142857,17.935483871,17.8666666667,17.2903225806,16.2333333333,16.2258064516,15.7741935484,16.5333333333,17.0322580645,16.6333333333,17.3225806452,16.8709677419,17.0714285714,17.6129032258,17.6,17.5806451613,17.4666666667,17.7419354839,17.1290322581,16.2666666667,16.935483871,17.0,17.1612903226,16.8064516129,17.1724137931,17.6129032258,17.5,17.6774193548,17.6333333333,17.4838709677,17.3548387097,16.6666666667,16.7419354839,17.0666666667,17.064516129
203,CMH,ORD,18745,21.2903225806,21.5357142857,23.4838709677,24.9333333333,25.9032258065,28.7,26.3870967742,24.8387096774,26.2,27.2580645161,22.8,19.4516129032,20.1612903226,21.7142857143,22.8387096774,18.8666666667,16.4516129032,17.7,19.1935483871,19.2903225806,20.4333333333,22.5161290323,21.7,22.6129032258,6.45161290323,6.48275862069,8.12903225806,5.9,7.45161290323,5.3,5.93548387097,6.96774193548,7.53333333333,7.06451612903,7.46666666667,5.03225806452
204,SAN,SMF,18725,16.9032258065,16.5714285714,17.4516129032,18.6666666667,18.5483870968,17.8666666667,17.2258064516,17.0,17.3,17.3870967742,17.3333333333,16.935483871,15.8064516129,15.9642857143,16.7741935484,18.4,18.0,17.4,16.0322580645,16.2580645161,15.9666666667,15.8387096774,16.6,16.6451612903,16.0967741935,16.0,16.4838709677,17.8,18.4838709677,17.5333333333,16.9677419355,17.2258064516,17.0,16.9677419355,17.5,18.0322580645
205,DFW,SLC,18710,13.8064516129,14.3571428571,14.0322580645,17.3,15.2258064516,16.7333333333,15.4838709677,15.4193548387,16.9,16.935483871,15.1666666667,17.2903225806,16.7419354839,17.2142857143,19.6774193548,19.5,19.0322580645,19.5,19.7419354839,19.5806451613,16.0666666667,15.8709677419,13.6666666667,15.8064516129,16.7419354839,17.0689655172,19.8064516129,19.3333333333,19.0967741935,19.5333333333,19.1935483871,18.5161290323,15.0666666667,16.8709677419,15.2666666667,16.7419354839
206,IAH,MSY,18694,18.6451612903,20.5,19.0322580645,18.3,21.8387096774,20.5333333333,18.1935483871,16.6129032258,15.0666666667,16.5483870968,18.7666666667,15.064516129,16.2580645161,18.3928571429,18.2258064516,18.6333333333,14.8064516129,15.4666666667,15.9032258065,15.8387096774,16.0,18.8387096774,16.4666666667,13.3870967742,17.0967741935,18.0344827586,15.1935483871,16.1333333333,16.7741935484,16.9,14.0967741935,15.935483871,15.4333333333,19.1612903226,18.3666666667,14.1612903226
207,CLT,PHX,18493,16.1290322581,15.9642857143,17.8709677419,17.5,17.8709677419,18.1333333333,18.3548387097,17.1290322581,15.6333333333,15.8064516129,15.4,16.4516129032,15.4838709677,15.3214285714,17.7096774194,17.3666666667,17.7741935484,17.9333333333,17.9677419355,17.8064516129,16.1,15.7096774194,15.8333333333,16.6129032258,15.9677419355,15.9310344828,17.8064516129,18.0333333333,18.0967741935,18.0666666667,17.9032258065,17.6129032258,15.5,15.5806451613,15.8,16.935483871
208,LAS,SJC,18443,17.1935483871,16.8928571429,16.6774193548,17.0333333333,16.7419354839,17.0333333333,16.935483871,16.7741935484,17.1333333333,17.1612903226,17.0666666667,17.1612903226,16.8709677419,16.4285714286,16.7419354839,16.5666666667,16.4838709677,17.0666666667,17.0322580645,16.7419354839,16.6,16.7096774194,16.8,16.8709677419,17.9677419355,17.0344827586,16.0322580645,16.2666666667,16.8387096774,17.2,16.7419354839,16.935483871,16.6333333333,16.6129032258,16.7333333333,16.064516129
209,LGA,PBI,18328,19.8064516129,19.3571428571,20.0,20.0,14.3870967742,13.0666666667,12.7741935484,12.7741935484,10.3333333333,13.935483871,17.2666666667,20.2580645161,19.6129032258,19.8214285714,20.0322580645,18.0666666667,15.5483870968,15.6,15.5483870968,15.6774193548,14.0,15.8387096774,17.2333333333,20.2580645161,19.8064516129,19.724137931,20.0,18.1333333333,15.8064516129,15.7333333333,15.5483870968,15.5483870968,14.6,14.6451612903,14.7666666667,16.8709677419
210,DEN,EWR,18223,14.064516129,13.8571428571,14.1612903226,11.9666666667,13.3548387097,17.2333333333,18.8064516129,16.6451612903,15.7666666667,15.4193548387,14.7333333333,16.4516129032,15.0,14.6785714286,14.6451612903,12.5333333333,14.6451612903,17.4,17.4193548387,16.8387096774,16.2333333333,16.7741935484,16.2333333333,17.2258064516,16.4516129032,16.5172413793,17.3870967742,16.2333333333,18.6774193548,21.4333333333,21.6451612903,21.7419354839,20.3333333333,18.6451612903,17.7333333333,19.1612903226
211,LAX,OGG,18167,12.3548387097,13.0,15.0967741935,14.7333333333,16.4838709677,19.3666666667,21.6129032258,20.4516129032,16.5666666667,16.2580645161,16.3666666667,16.5483870968,14.6451612903,14.0,15.7419354839,16.0,16.0,19.3666666667,20.2580645161,18.9032258065,14.3666666667,14.7741935484,13.2666666667,15.6451612903,13.3870967742,13.4827586207,15.0,15.0,15.6774193548,21.6,22.5161290323,19.7741935484,15.5333333333,16.3870967742,15.3333333333,20.3870967742
212,LAS,MDW,18056,13.7741935484,13.5,17.7741935484,17.9666666667,17.3548387097,17.7,17.6451612903,17.4193548387,17.6666666667,17.5806451613,15.2666666667,15.4516129032,13.9032258065,13.5,16.935483871,17.4666666667,17.0,17.5666666667,17.4838709677,17.6451612903,17.4,17.6451612903,15.4666666667,15.5806451613,13.8387096774,13.4827586207,16.4193548387,17.8,17.4838709677,17.7333333333,17.3225806452,17.7419354839,17.4333333333,17.6774193548,14.8666666667,14.0322580645
213,IAH,LAS,18035,15.5483870968,16.5357142857,15.4516129032,14.9333333333,15.5483870968,15.3,15.1290322581,14.6451612903,14.2666666667,14.8064516129,14.4,12.935483871,16.7741935484,16.7857142857,17.8387096774,17.0666666667,17.0,15.8,15.1935483871,15.1612903226,15.7666666667,17.1290322581,17.6,18.0322580645,18.7419354839,19.0344827586,18.6774193548,19.3666666667,19.5483870968,18.4333333333,15.7419354839,15.7096774194,16.7666666667,17.7096774194,16.4333333333,16.7419354839
214,DTW,PHX,18013,13.8064516129,14.0,17.935483871,17.4666666667,17.064516129,18.9666666667,19.1612903226,16.8064516129,14.6333333333,14.9677419355,15.1,14.4516129032,13.0,14.0714285714,18.0967741935,17.2333333333,17.1290322581,18.7,19.0967741935,16.7419354839,14.6,15.064516129,15.2,14.8387096774,13.0322580645,14.2068965517,17.7419354839,17.7666666667,18.2580645161,19.8666666667,19.6774193548,17.3225806452,15.6666666667,16.2258064516,16.3,17.0
215,ATL,SDF,17973,19.2258064516,19.2142857143,21.064516129,19.2,19.0967741935,14.7,13.2903225806,13.1612903226,13.4,14.935483871,15.3666666667,14.5806451613,15.0,16.1428571429,17.4193548387,17.2,16.9032258065,16.9333333333,16.7741935484,16.6451612903,16.1333333333,16.935483871,16.4333333333,14.8709677419,15.1290322581,16.2068965517,16.3225806452,17.3333333333,17.0322580645,17.4666666667,16.7741935484,17.1612903226,15.9333333333,16.5161290323,16.1333333333,13.935483871
216,ATL,ORF,17828,18.9032258065,18.5714285714,19.7741935484,18.6666666667,18.6451612903,16.1,15.0,14.9032258065,14.9,15.064516129,14.3,13.7096774194,12.2903225806,13.3214285714,16.8387096774,16.8,16.5161290323,17.4,17.4838709677,17.5483870968,16.4,16.6451612903,16.4666666667,14.8064516129,13.7741935484,14.4137931034,16.9677419355,16.7,16.8387096774,17.4,16.9677419355,17.4193548387,16.4,16.4516129032,15.9666666667,15.1290322581
217,ATL,CLE,17773,15.9677419355,15.7142857143,16.4193548387,14.7,14.2903225806,14.1666666667,14.1612903226,13.9677419355,14.1666666667,14.8709677419,14.1666666667,13.8064516129,14.3225806452,13.9285714286,14.9677419355,15.0666666667,18.0,19.4666666667,19.0967741935,19.2258064516,18.5333333333,18.4516129032,18.5333333333,16.4193548387,14.6129032258,14.7586206897,16.8709677419,18.0333333333,18.9032258065,18.6666666667,17.4838709677,18.064516129,16.9333333333,16.7096774194,15.8,14.2903225806
218,MSN,ORD,17697,9.64516129032,12.4285714286,13.5483870968,15.4666666667,20.3548387097,21.6666666667,19.8064516129,23.5161290323,24.5666666667,21.6451612903,20.7,21.0967741935,21.4193548387,21.9642857143,21.1612903226,12.3666666667,18.5161290323,21.1333333333,18.0,18.4838709677,20.3333333333,20.6451612903,18.0333333333,18.3870967742,10.9032258065,11.6896551724,10.7741935484,9.16666666667,9.16129032258,10.3,12.2903225806,10.7419354839,11.7333333333,10.064516129,9.6,9.93548387097
219,ORD,SAN,17556,13.7741935484,13.6428571429,13.5161290323,13.9666666667,13.6451612903,17.1,17.8387096774,16.8064516129,15.1333333333,14.9677419355,13.0666666667,12.0322580645,10.5806451613,10.75,14.7741935484,14.9333333333,17.1935483871,19.4333333333,19.3225806452,19.3225806452,17.1666666667,16.9677419355,16.7,15.7419354839,14.4516129032,14.4137931034,15.9032258065,17.3666666667,17.6451612903,19.8333333333,19.7741935484,19.3870967742,17.6333333333,17.5161290323,17.2333333333,16.5161290323
220,DFW,MSP,17465,12.8709677419,14.7857142857,15.0,13.1,16.0,16.1,16.1612903226,15.6774193548,12.4333333333,13.6129032258,12.7666666667,14.2258064516,16.1612903226,16.3214285714,14.2903225806,15.6,15.7419354839,16.0333333333,16.3548387097,15.9677419355,16.7666666667,16.9032258065,13.7333333333,12.7096774194,14.4838709677,15.0344827586,18.9677419355,18.8666666667,20.6451612903,16.8666666667,19.0322580645,18.9677419355,19.1666666667,19.8709677419,16.8333333333,15.3870967742
221,BNA,DFW,17429,14.9032258065,14.8571428571,14.8387096774,14.8,16.8709677419,17.5333333333,17.2903225806,17.1612903226,17.2,17.1612903226,16.5333333333,15.7096774194,14.9677419355,15.5,15.9677419355,16.8666666667,17.4838709677,17.4,17.4193548387,17.0967741935,16.7333333333,16.9677419355,16.9333333333,14.7741935484,14.5161290323,14.9655172414,15.2258064516,14.8333333333,15.6451612903,15.7333333333,15.6774193548,15.6129032258,15.0666666667,14.9677419355,15.2,12.0
222,EWR,MIA,17419,15.0,15.3571428571,15.4193548387,14.9333333333,15.2580645161,12.3,11.5483870968,12.6129032258,13.6666666667,14.6129032258,16.3333333333,17.9677419355,17.7741935484,17.25,17.4838709677,18.1,16.6129032258,14.2,14.2580645161,14.0967741935,14.1333333333,15.6451612903,17.1,17.8387096774,18.2580645161,18.3793103448,18.5806451613,19.0666666667,16.1935483871,14.2333333333,15.3548387097,15.4838709677,15.4,15.2903225806,18.0666666667,18.4838709677
223,DEN,MCI,17414,17.2580645161,17.5357142857,17.4193548387,17.3333333333,19.6774193548,21.2333333333,19.8064516129,18.0967741935,16.5666666667,15.6129032258,14.7333333333,14.0,12.4838709677,12.1428571429,12.6774193548,13.2,13.1935483871,13.2333333333,12.8064516129,12.935483871,12.1666666667,12.0,11.7333333333,12.5161290323,14.4838709677,14.275862069,15.5161290323,18.0333333333,18.6129032258,18.4333333333,17.0,19.0322580645,19.6666666667,20.2580645161,18.5333333333,17.6129032258
224,SEA,SNA,17393,12.0,13.0,12.9677419355,12.8666666667,12.8387096774,13.1333333333,13.4193548387,13.3548387097,13.7333333333,13.7419354839,15.2,15.4838709677,12.1290322581,13.0,14.064516129,14.8666666667,14.7741935484,13.9,19.4516129032,20.8387096774,20.8,20.0322580645,18.6333333333,19.1935483871,18.7741935484,18.8275862069,17.6129032258,18.3,19.4193548387,17.1333333333,17.0322580645,18.0,15.1333333333,15.0967741935,15.8666666667,16.2903225806
225,AUS,DEN,17392,12.3870967742,12.5714285714,13.3548387097,13.6333333333,13.7741935484,15.2666666667,15.4516129032,14.9677419355,16.9,17.2258064516,15.3333333333,14.4838709677,14.5483870968,14.7142857143,17.3548387097,17.5333333333,17.6774193548,19.9666666667,20.8064516129,18.935483871,17.6666666667,17.7096774194,15.8666666667,15.7096774194,14.3548387097,14.3448275862,17.1612903226,14.1666666667,13.0967741935,16.1333333333,18.064516129,16.8064516129,17.0333333333,16.064516129,14.7,15.0967741935
226,ATL,SEA,17332,11.0967741935,11.6071428571,12.0,12.0,13.2903225806,15.5,19.8064516129,18.7741935484,15.7666666667,11.2580645161,11.8666666667,13.1290322581,12.064516129,11.8571428571,13.064516129,13.6666666667,14.9677419355,17.6333333333,21.5161290323,21.0322580645,18.9,17.3870967742,15.4666666667,15.5161290323,14.3870967742,13.9655172414,15.8064516129,16.6,17.0,19.8666666667,22.8064516129,21.8064516129,17.8333333333,16.3548387097,16.3,16.5483870968
227,ATL,CHA,17331,11.1612903226,12.75,13.6774193548,14.4333333333,14.0,12.8,11.1935483871,12.8064516129,11.3333333333,16.6451612903,16.1,13.5806451613,12.3225806452,15.3928571429,15.8064516129,15.7666666667,16.6774193548,17.7,17.2580645161,17.6129032258,17.3333333333,17.7741935484,17.5666666667,16.0967741935,15.7741935484,17.5862068966,18.2580645161,17.7,18.1612903226,18.3333333333,17.6774193548,18.3870967742,17.8,18.3870967742,17.7333333333,15.6129032258
228,MCI,MDW,17247,16.9677419355,18.3928571429,20.2258064516,19.1,18.1612903226,18.4666666667,18.3548387097,17.3548387097,17.1,17.064516129,15.1333333333,14.9032258065,14.3548387097,14.2142857143,14.8064516129,14.6666666667,14.2903225806,15.2,15.2258064516,15.1612903226,15.0333333333,14.9032258065,14.9,14.7741935484,13.6774193548,14.1379310345,15.0967741935,14.6666666667,14.7419354839,15.2,15.0322580645,15.1935483871,15.0666666667,15.0,15.0,14.9677419355
229,DTW,MSP,17234,16.3870967742,14.8928571429,14.9677419355,15.4,15.3870967742,15.5,15.1290322581,15.1612903226,14.8,14.7096774194,14.5333333333,15.0967741935,14.2580645161,14.1785714286,15.1935483871,16.0333333333,16.935483871,17.2666666667,17.2258064516,17.2903225806,16.6333333333,16.1612903226,14.6666666667,14.4193548387,14.2580645161,14.4482758621,15.5161290323,16.5,17.2580645161,17.4666666667,17.1290322581,17.4193548387,17.0,17.064516129,14.6333333333,14.9032258065
230,MSP,SEA,17163,13.6774193548,13.0,13.4193548387,13.8,15.064516129,17.5666666667,17.4838709677,17.9032258065,15.0,15.1935483871,12.8666666667,14.6129032258,12.0322580645,11.4285714286,13.2903225806,14.9,15.6129032258,17.5666666667,17.6774193548,18.0,17.1333333333,17.2580645161,15.1333333333,14.8064516129,15.2580645161,15.275862069,15.7419354839,15.7,15.6774193548,18.4,19.2903225806,19.2903225806,17.6,16.7741935484,14.3,15.3870967742
231,MCO,MDW,17161,14.4193548387,14.8928571429,18.6129032258,16.9,16.3225806452,19.3666666667,20.0322580645,15.9677419355,14.2666666667,14.1935483871,15.9333333333,15.8709677419,14.0,13.7142857143,18.0967741935,15.6,14.5806451613,17.7333333333,17.0,15.064516129,12.6333333333,12.1935483871,15.6666666667,15.5806451613,14.2258064516,13.724137931,16.3548387097,15.8333333333,14.4838709677,18.0,18.4193548387,16.6451612903,13.0,14.3225806452,15.0,14.7096774194
232,FLL,SJU,17130,14.1935483871,14.8214285714,15.7096774194,15.7,13.0967741935,14.7666666667,16.0,12.8064516129,12.0333333333,12.3870967742,15.6666666667,15.9032258065,17.4193548387,15.3571428571,15.8709677419,17.2333333333,15.7096774194,16.8666666667,18.0,16.5161290323,13.7666666667,14.0322580645,17.4666666667,19.4193548387,17.064516129,15.9655172414,15.2258064516,15.9666666667,17.1612903226,16.7333333333,19.6774193548,15.8709677419,11.5333333333,12.2580645161,16.5,17.7741935484
