,Airport_1,Airport_2,sum,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
137,OAK,SAN,23358,20.6129032258,21.5357142857,22.3225806452,22.6666666667,22.064516129,23.0,22.8387096774,21.1612903226,20.4666666667,20.7419354839,20.6666666667,20.8709677419,20.3225806452,20.2857142857,22.0967741935,22.4333333333,21.5483870968,22.6666666667,22.7741935484,20.5806451613,20.2,20.3225806452,20.3666666667,20.2258064516,19.0967741935,18.8965517241,21.8387096774,22.6666666667,22.5483870968,22.9333333333,22.2258064516,21.0967741935,20.3333333333,20.5161290323,21.1,21.0967741935
138,SEA,SLC,23147,18.9032258065,18.8571428571,19.4516129032,19.2666666667,19.1290322581,21.7,22.1935483871,21.6129032258,17.1333333333,17.5806451613,17.5,17.4516129032,16.6129032258,17.0,18.7741935484,19.3333333333,19.6451612903,21.7333333333,21.6451612903,23.935483871,23.6,23.3225806452,22.7666666667,22.7419354839,22.4838709677,22.9655172414,22.9677419355,22.6666666667,22.7419354839,23.4666666667,23.8064516129,25.935483871,23.0,22.7419354839,22.3333333333,22.8387096774
139,DFW,SEA,23120,17.9677419355,17.7142857143,17.6774193548,17.7333333333,19.1612903226,23.9666666667,25.5483870968,24.0,21.7333333333,21.6774193548,19.5666666667,19.8709677419,18.7741935484,18.7857142857,19.7096774194,20.0,20.0,25.1333333333,25.7419354839,24.5161290323,21.4,19.2903225806,18.7,20.5806451613,17.8387096774,17.8620689655,19.3225806452,20.0,21.8064516129,27.3666666667,27.8064516129,26.1612903226,20.9666666667,20.2903225806,20.2,19.9032258065
140,LAX,PDX,23109,19.7741935484,19.2857142857,22.2580645161,23.2,24.9677419355,17.1,15.5161290323,14.9677419355,12.1333333333,9.74193548387,9.66666666667,8.77419354839,10.3548387097,10.8571428571,14.5806451613,13.7,13.1612903226,24.0,25.6129032258,24.9677419355,28.0,27.6774193548,25.2333333333,25.0322580645,22.2580645161,21.9310344828,22.8387096774,24.9333333333,25.2903225806,29.1666666667,29.935483871,30.0322580645,28.3333333333,28.1290322581,28.5,26.3870967742
141,EWR,FLL,23042,22.935483871,23.6071428571,25.1290322581,26.2,17.5483870968,17.4666666667,17.4193548387,16.7096774194,14.6,17.0,21.7333333333,23.1290322581,23.1935483871,24.1071428571,25.1290322581,26.6666666667,17.9677419355,17.4666666667,17.1935483871,16.4838709677,15.4333333333,18.2258064516,20.9666666667,22.2903225806,22.5161290323,23.8965517241,25.1290322581,26.1666666667,18.0,17.3333333333,17.7741935484,18.1935483871,16.0,17.3870967742,32.6,34.0
142,AUS,DAL,22890,21.4516129032,21.6071428571,21.4193548387,21.7666666667,21.0967741935,21.9666666667,21.8387096774,21.1612903226,21.6,21.6774193548,17.5,18.1290322581,18.0967741935,18.3214285714,18.3548387097,19.4,26.8064516129,27.8333333333,27.8064516129,26.7741935484,27.5333333333,27.5161290323,26.3666666667,19.3548387097,17.8709677419,18.2413793103,18.3548387097,17.9,18.0322580645,18.1666666667,17.5806451613,18.5806451613,18.3,18.1612903226,17.8,17.3225806452
143,JFK,MIA,22519,17.7096774194,17.8571428571,18.064516129,18.0,17.935483871,18.0,17.935483871,18.8387096774,19.5333333333,19.9677419355,19.8,20.6774193548,21.0967741935,21.1071428571,21.9677419355,21.8666666667,21.3548387097,21.6,21.4193548387,21.3225806452,21.2666666667,21.1290322581,21.0333333333,22.7096774194,21.5483870968,21.7586206897,21.935483871,21.9333333333,22.0,21.9666666667,22.0322580645,22.0322580645,21.5333333333,20.064516129,19.7,20.8387096774
144,DEN,SNA,22328,18.3225806452,18.0357142857,19.9032258065,20.4,22.8064516129,23.4666666667,23.1935483871,22.7096774194,21.0,20.7419354839,20.3666666667,20.2258064516,19.8709677419,21.1785714286,20.9677419355,20.8666666667,18.8709677419,19.4,19.2903225806,20.0,19.6666666667,20.1290322581,20.2333333333,19.9032258065,19.2903225806,19.8275862069,20.4516129032,20.1666666667,20.5161290323,21.0666666667,20.6129032258,20.8387096774,19.7333333333,19.9032258065,19.7333333333,19.5806451613
145,CLT,IAH,22301,25.064516129,25.5357142857,26.0322580645,25.6,25.6451612903,25.5,25.9677419355,25.4838709677,24.3,24.2258064516,23.3666666667,23.6774193548,23.0,23.1071428571,22.935483871,22.7333333333,24.0,23.2333333333,22.3548387097,21.9032258065,21.1333333333,16.6451612903,13.9,14.6774193548,14.8064516129,15.8965517241,16.4193548387,14.2,15.2580645161,18.1666666667,17.3548387097,16.1290322581,13.5,13.7741935484,13.6333333333,13.6774193548
146,MCO,SJU,22267,18.0,17.1428571429,18.0,17.9,17.3225806452,22.2666666667,22.0,17.5806451613,15.7333333333,16.9032258065,19.7,21.4193548387,19.5483870968,17.0714285714,19.2903225806,20.9666666667,21.064516129,25.1,26.0,21.5483870968,16.9666666667,17.0967741935,21.8666666667,24.064516129,18.9032258065,16.6551724138,19.7419354839,21.8666666667,22.6129032258,26.1,28.0,20.4838709677,16.7333333333,19.1290322581,21.4,24.4516129032
147,IAH,SFO,22080,18.6129032258,17.6428571429,18.5161290323,17.7666666667,18.2903225806,19.9,20.8387096774,20.4516129032,19.3333333333,20.0967741935,21.6666666667,23.2903225806,18.8064516129,18.7142857143,21.1935483871,21.4333333333,20.4838709677,22.1,21.5161290323,20.4516129032,19.3666666667,21.4516129032,21.0666666667,20.8387096774,16.8064516129,15.5172413793,20.5161290323,20.4333333333,21.2903225806,21.5,21.6774193548,21.9032258065,20.9333333333,21.5161290323,19.3666666667,19.3870967742
148,ATL,PIT,22009,21.4193548387,20.8928571429,21.3548387097,21.8666666667,21.4838709677,21.3666666667,21.064516129,20.7419354839,20.7666666667,21.1935483871,18.5333333333,18.4838709677,18.0322580645,18.4285714286,19.0967741935,19.0666666667,18.6774193548,20.7333333333,20.4516129032,20.5161290323,20.5333333333,20.3870967742,19.7333333333,18.9677419355,17.8387096774,18.3793103448,18.6774193548,18.4666666667,20.2903225806,21.3666666667,21.1290322581,21.8709677419,21.4333333333,21.4838709677,19.9666666667,18.1290322581
149,EWR,IAH,21943,19.8387096774,20.5,21.0322580645,19.4666666667,20.9032258065,21.8333333333,21.4838709677,20.8064516129,19.3,20.2903225806,23.3,23.0967741935,19.8064516129,19.1785714286,18.7419354839,19.2,19.4193548387,20.0,18.0967741935,19.5483870968,21.0,19.8387096774,20.6,20.3870967742,17.8387096774,17.6206896552,19.1290322581,19.3333333333,19.5161290323,20.0,19.6451612903,19.8064516129,19.6,19.2903225806,20.3333333333,20.9032258065
150,DCA,MCO,21833,17.8387096774,17.7142857143,17.6774193548,17.7333333333,17.5483870968,17.7333333333,17.4838709677,17.5806451613,16.9333333333,17.7096774194,17.0666666667,18.9677419355,19.5806451613,19.6428571429,19.7419354839,19.7333333333,19.6129032258,20.0,19.8709677419,20.0,17.6666666667,20.0,22.3,22.4193548387,22.3870967742,23.1379310345,24.7096774194,24.6,22.0967741935,22.0,21.8064516129,21.4838709677,19.8,20.4516129032,20.2,21.7741935484
151,BWI,CLT,21807,20.5161290323,20.7142857143,21.0967741935,21.1333333333,20.935483871,21.1,21.2258064516,20.8387096774,20.8,21.1612903226,20.5333333333,20.8709677419,20.7419354839,20.6785714286,21.2903225806,19.6666666667,19.7741935484,19.7333333333,19.7419354839,19.9032258065,20.6666666667,20.5806451613,20.1333333333,20.0967741935,17.9677419355,17.8620689655,18.1935483871,18.0333333333,18.5483870968,18.6333333333,18.0967741935,18.7741935484,19.3333333333,19.4193548387,19.0,18.5161290323
152,DAL,SAT,21744,23.4193548387,23.3928571429,23.3548387097,24.0333333333,23.4193548387,23.4666666667,23.2258064516,23.1290322581,23.5333333333,23.6129032258,17.9666666667,18.2258064516,18.2903225806,18.5,18.3870967742,18.4666666667,17.7419354839,18.4666666667,18.4193548387,18.0967741935,18.2333333333,18.2580645161,18.0666666667,17.935483871,18.1935483871,18.3793103448,18.5806451613,17.9666666667,17.8387096774,18.6,18.064516129,19.5161290323,19.4333333333,19.1935483871,19.6,19.3225806452
153,DEN,LGA,21725,18.3225806452,18.1428571429,19.2258064516,18.8333333333,20.3870967742,21.3333333333,21.2258064516,20.6774193548,19.8,19.6451612903,17.6666666667,18.5161290323,15.4516129032,17.5357142857,21.6451612903,21.2333333333,20.6774193548,21.5,21.4193548387,21.0967741935,19.9,19.064516129,17.3,18.9032258065,17.6451612903,18.2413793103,20.6774193548,20.0333333333,21.0,21.4666666667,21.2580645161,21.4193548387,20.6,20.2580645161,20.0333333333,21.0322580645
154,ATL,CMH,21623,17.2580645161,18.0714285714,19.4193548387,19.0,18.9677419355,19.3,18.9032258065,18.9032258065,19.2,19.1935483871,18.6333333333,17.6451612903,16.935483871,18.1071428571,19.064516129,19.3333333333,19.0322580645,20.8333333333,20.7741935484,22.1935483871,19.1666666667,18.8387096774,20.3,19.6451612903,19.6451612903,20.3793103448,21.0322580645,20.8666666667,20.5806451613,22.4666666667,22.1290322581,22.5806451613,20.5,20.4516129032,20.6333333333,20.0967741935
155,SEA,SMF,21584,13.5161290323,13.2142857143,14.935483871,15.5,15.3870967742,18.7333333333,19.5483870968,19.0,17.5666666667,17.0967741935,16.8,16.9677419355,14.3548387097,14.6785714286,16.3870967742,18.3,23.6774193548,23.9,23.5806451613,23.8387096774,24.9333333333,25.064516129,21.1,20.8709677419,18.2903225806,18.9655172414,20.0967741935,20.3666666667,22.4838709677,23.7333333333,22.6129032258,24.3225806452,20.7333333333,22.6129032258,22.8666666667,22.0322580645
156,OAK,SEA,21488,17.4516129032,17.1428571429,18.5483870968,19.2,18.9677419355,20.9333333333,21.4193548387,21.1290322581,21.2666666667,20.6774193548,20.5333333333,20.8064516129,17.6451612903,17.1428571429,17.6774193548,18.6666666667,18.6129032258,19.6,19.5806451613,20.6774193548,21.1666666667,21.1290322581,20.9333333333,20.8064516129,17.9677419355,17.3103448276,17.3548387097,17.9333333333,18.5483870968,19.6666666667,19.9032258065,21.0967741935,21.0666666667,20.9677419355,20.8666666667,21.0
157,BWI,MCO,21473,19.7096774194,18.7857142857,19.3870967742,20.1333333333,20.3225806452,19.4,18.7419354839,17.1935483871,14.2666666667,14.2258064516,18.1,17.7741935484,18.3870967742,18.5714285714,19.8709677419,20.4666666667,19.8709677419,19.1333333333,18.5483870968,15.7419354839,14.1666666667,14.2580645161,20.0666666667,20.4193548387,22.2258064516,22.4827586207,23.935483871,24.4333333333,23.935483871,24.5333333333,24.5806451613,19.5161290323,18.2,18.3225806452,22.4,23.2258064516
158,ATL,BNA,21454,16.6774193548,17.8571428571,18.9677419355,18.9333333333,19.4838709677,18.8666666667,18.6451612903,18.6774193548,18.7,18.935483871,18.1666666667,16.5483870968,16.2903225806,17.5714285714,19.4193548387,19.0,19.0967741935,20.6666666667,20.5806451613,20.5806451613,20.4666666667,20.6774193548,20.7333333333,18.3225806452,17.2903225806,19.5172413793,22.0967741935,22.4,22.3225806452,22.8,21.8709677419,22.0,20.0666666667,20.9032258065,20.8666666667,18.5483870968
159,BOS,DTW,21432,10.935483871,10.5714285714,18.064516129,20.1,19.8387096774,18.5333333333,18.2903225806,18.8064516129,18.0666666667,17.935483871,17.6666666667,17.6129032258,18.064516129,18.1785714286,20.064516129,20.7,21.8064516129,22.1,22.1612903226,22.1935483871,21.3333333333,21.3548387097,20.3666666667,18.3870967742,19.5483870968,19.6896551724,19.9677419355,20.5333333333,22.3225806452,22.6333333333,21.6129032258,22.3870967742,21.5333333333,21.8387096774,19.7,18.3548387097
160,LAS,OAK,21351,16.9032258065,16.7857142857,16.5483870968,17.2,16.9677419355,17.4333333333,17.2903225806,17.0967741935,17.2666666667,17.0322580645,16.3,16.6774193548,20.7096774194,21.0714285714,20.6451612903,20.2,20.8387096774,21.2666666667,21.1612903226,21.0967741935,21.0666666667,21.1935483871,20.2666666667,20.5161290323,19.4838709677,19.7586206897,20.4838709677,20.7,20.7096774194,21.4333333333,20.9677419355,21.3225806452,21.1,21.1935483871,20.6666666667,19.9032258065
161,SAN,SJC,21201,17.0,16.5,16.8387096774,18.1333333333,18.0,18.7333333333,18.6129032258,18.2580645161,18.5333333333,18.6129032258,18.7666666667,18.2580645161,16.6129032258,16.7142857143,17.1290322581,18.5333333333,18.4516129032,18.9333333333,18.7741935484,18.5161290323,18.1666666667,18.3870967742,18.7666666667,18.3548387097,17.7419354839,17.8275862069,18.6129032258,18.6666666667,18.5483870968,23.9333333333,24.935483871,25.1612903226,24.0666666667,23.935483871,24.4,24.5806451613
162,ATL,MKE,21182,19.1290322581,19.3214285714,23.0322580645,20.6333333333,19.7419354839,19.4333333333,19.1612903226,18.935483871,19.0666666667,19.2258064516,18.7333333333,18.064516129,18.1935483871,18.5357142857,19.6451612903,19.4666666667,18.935483871,19.4666666667,19.2903225806,19.2258064516,18.5666666667,18.5483870968,18.3666666667,18.2903225806,18.064516129,18.8275862069,19.3548387097,19.8333333333,19.935483871,21.6333333333,21.2258064516,21.6129032258,18.5333333333,18.7096774194,18.8333333333,18.0967741935
163,ATL,CHS,21152,16.3870967742,16.3571428571,19.3548387097,21.0,20.7096774194,19.2666666667,18.7741935484,18.7741935484,19.3333333333,19.2258064516,18.6,16.6451612903,15.4193548387,16.3571428571,19.064516129,19.2666666667,19.0967741935,21.2666666667,20.8387096774,21.0322580645,20.4,20.1290322581,20.0333333333,17.6774193548,17.4193548387,18.275862069,20.0967741935,20.9,20.9032258065,21.4666666667,21.0967741935,21.3548387097,20.3333333333,20.1290322581,19.8666666667,17.6129032258
164,PHX,SMF,20960,18.3548387097,18.5357142857,18.7419354839,19.0333333333,19.0,19.5,19.3870967742,19.0322580645,18.0,19.3870967742,18.8,18.1935483871,18.2903225806,18.2142857143,18.9032258065,19.3333333333,19.1935483871,19.5333333333,19.2580645161,19.5161290323,17.9333333333,19.3548387097,18.9,19.1290322581,18.6774193548,18.7586206897,20.064516129,19.0666666667,19.3870967742,20.9,20.9032258065,19.935483871,18.6,19.0322580645,19.3,20.1290322581
165,DEN,IAD,20883,17.7096774194,17.7142857143,18.3225806452,17.5333333333,16.8387096774,18.9,18.9032258065,18.7741935484,18.8333333333,18.5806451613,18.0666666667,18.3870967742,19.064516129,18.8928571429,18.4838709677,17.3333333333,19.6451612903,19.7,19.4193548387,19.1290322581,18.3,18.4516129032,18.1,18.4193548387,17.5483870968,18.275862069,18.6129032258,18.2666666667,21.7419354839,23.4666666667,23.935483871,23.0,21.1,20.5161290323,17.0666666667,18.6451612903
166,ATL,SFO,20856,15.3870967742,14.9285714286,15.6451612903,19.9666666667,21.935483871,24.4333333333,25.4838709677,24.6129032258,22.5666666667,22.935483871,19.0333333333,21.0322580645,17.0,16.4642857143,19.9677419355,19.2,19.2580645161,19.2,20.8387096774,21.0967741935,18.7,18.7096774194,16.6666666667,17.2903225806,13.3870967742,14.5517241379,17.0322580645,17.8333333333,18.7096774194,19.6333333333,19.8709677419,20.3870967742,17.1666666667,17.7741935484,17.5333333333,18.0
167,DFW,SAN,20782,17.1935483871,17.1428571429,17.1290322581,17.1,17.4193548387,19.0666666667,19.5483870968,18.6451612903,17.7333333333,17.6774193548,17.2666666667,18.3225806452,19.935483871,19.7142857143,19.9677419355,20.0,19.7741935484,19.9333333333,20.0,19.7419354839,19.4666666667,19.3870967742,18.9666666667,19.7096774194,19.5161290323,19.4482758621,20.1290322581,20.0,19.8064516129,20.0666666667,20.1290322581,19.8709677419,19.3666666667,19.3548387097,17.4666666667,16.5161290323
168,PHX,SJC,20724,18.3548387097,18.6785714286,20.0322580645,19.5666666667,18.8387096774,20.3666666667,20.5483870968,18.8709677419,17.7666666667,18.9677419355,18.2333333333,17.5483870968,17.8064516129,16.8214285714,18.4516129032,18.6666666667,18.8064516129,20.4666666667,20.6129032258,19.1290322581,17.4,18.5161290323,18.6,17.7096774194,18.6451612903,18.8275862069,19.3870967742,19.2666666667,19.2258064516,20.6666666667,20.3225806452,18.9677419355,17.9666666667,18.3870967742,18.9,19.1935483871
169,SAN,SEA,20713,13.3548387097,13.1428571429,14.5806451613,15.1333333333,15.0322580645,18.8666666667,19.9032258065,25.4838709677,21.0,20.6451612903,17.6333333333,18.6451612903,18.1290322581,17.6428571429,20.5161290323,19.8666666667,19.6129032258,19.9,20.6451612903,20.6774193548,17.7333333333,17.0322580645,16.5333333333,18.6774193548,16.2580645161,17.4482758621,18.9032258065,21.0,19.7096774194,20.3,20.0,21.0967741935,21.9,20.3870967742,21.9666666667,20.3870967742
170,LAS,RNO,20683,18.5806451613,18.6428571429,19.2258064516,20.3333333333,20.0967741935,20.9333333333,20.6129032258,19.064516129,18.5333333333,18.5483870968,18.4,18.5483870968,18.4516129032,18.6071428571,19.0,19.6666666667,19.5806451613,21.0333333333,20.9032258065,19.3225806452,18.5333333333,18.6451612903,18.2333333333,18.5161290323,18.2580645161,18.5172413793,19.1290322581,19.5333333333,19.5161290323,19.1,18.5483870968,17.7741935484,16.9333333333,17.1612903226,16.2,16.6451612903
171,BOS,DFW,20597,18.6774193548,18.7857142857,20.3870967742,20.9333333333,20.7741935484,21.0666666667,21.0322580645,21.0,19.0333333333,19.2903225806,17.0666666667,16.5161290323,15.1935483871,14.9642857143,15.6451612903,18.2333333333,18.935483871,21.2666666667,21.4838709677,21.0967741935,20.9333333333,20.8064516129,17.9333333333,16.4516129032,15.0,15.2068965517,15.4193548387,17.9666666667,19.3548387097,21.5,21.2903225806,21.0,19.2666666667,19.3870967742,17.5,15.7741935484
172,ATL,SAV,20577,15.0,14.8571428571,17.3870967742,18.7333333333,18.6129032258,18.5333333333,18.1290322581,18.4193548387,18.5333333333,18.6451612903,17.4333333333,15.6129032258,14.5161290323,15.7142857143,17.935483871,19.3,19.6774193548,21.0,20.6451612903,20.6451612903,20.0,20.5161290323,20.4,16.8709677419,17.6774193548,18.6206896552,20.7096774194,21.5333333333,19.6129032258,20.7666666667,20.3225806452,21.2258064516,20.3333333333,20.7741935484,20.0666666667,16.8064516129
173,DCA,DFW,20541,19.0322580645,19.1428571429,18.7741935484,18.9333333333,20.064516129,20.6666666667,20.4516129032,20.3548387097,20.9333333333,20.9032258065,18.4,18.8387096774,18.7741935484,18.8214285714,18.935483871,18.9333333333,18.7741935484,19.2,19.2258064516,19.0322580645,19.2,19.0322580645,18.8,19.5806451613,19.1935483871,19.2413793103,19.4193548387,17.8333333333,17.2580645161,17.0,16.7419354839,16.9032258065,16.6,16.3225806452,16.6,16.8064516129
174,CLT,PHL,20472,17.6774193548,17.6428571429,18.1935483871,18.2666666667,18.3870967742,18.0666666667,18.4193548387,18.1290322581,17.8,18.064516129,17.7666666667,18.3870967742,17.7419354839,17.5714285714,19.0322580645,19.8666666667,19.4193548387,19.6,19.9677419355,19.8064516129,19.8,20.3548387097,20.3666666667,20.6451612903,18.2903225806,18.5172413793,18.5161290323,19.2666666667,19.8387096774,18.5333333333,18.7741935484,18.4516129032,17.5333333333,17.7741935484,17.8333333333,17.935483871
175,CLT,MCO,20288,19.2903225806,19.5714285714,20.1290322581,20.0,20.064516129,20.1333333333,20.064516129,19.7419354839,19.1333333333,19.4193548387,17.2333333333,17.5806451613,17.3548387097,17.5,18.1935483871,18.0666666667,18.064516129,18.0,18.1290322581,17.6129032258,17.0,17.3548387097,17.4,17.4193548387,17.2580645161,17.6206896552,18.0,18.6666666667,19.1612903226,19.1666666667,19.1612903226,18.9677419355,18.2333333333,18.3870967742,18.6,18.6451612903
176,ATL,BHM,20276,16.4516129032,17.6428571429,18.4193548387,17.0333333333,16.7741935484,17.0333333333,15.8709677419,16.2258064516,16.7,16.6774193548,16.2333333333,15.5483870968,16.1290322581,17.3928571429,19.9032258065,19.2,18.7096774194,21.2,20.9677419355,20.8387096774,20.2666666667,20.1935483871,19.6666666667,17.1935483871,16.5806451613,17.6896551724,21.0,20.8666666667,20.6451612903,21.0,19.8064516129,20.6451612903,20.1,20.4516129032,19.2,15.7096774194
177,PDX,PHX,20270,19.2258064516,19.25,21.0322580645,20.0,18.1290322581,20.9666666667,21.4516129032,19.6129032258,18.9333333333,19.1612903226,18.8,18.4516129032,16.2903225806,15.75,18.4838709677,17.7,18.9677419355,21.2333333333,21.3225806452,19.3548387097,16.6666666667,18.064516129,19.3666666667,18.8064516129,15.1935483871,15.0,17.6774193548,17.7,17.5161290323,19.3666666667,20.2258064516,17.4193548387,15.7333333333,16.4516129032,18.1666666667,18.0
178,MCO,MIA,20250,17.4193548387,17.4285714286,17.4838709677,17.3333333333,17.8064516129,18.0,17.8709677419,18.0,18.0,18.0,17.8666666667,18.0,18.0,18.0,18.0,18.0,18.0,17.9666666667,17.8709677419,17.9677419355,17.9333333333,18.0,18.0,20.0322580645,20.0322580645,20.0,20.0,20.0333333333,20.0,20.0,20.0,19.9677419355,20.0,18.3225806452,17.7,18.0322580645
179,BNA,ORD,20232,23.6451612903,25.0357142857,25.1290322581,25.2333333333,25.6451612903,26.7666666667,23.3548387097,24.1290322581,25.2333333333,23.9032258065,21.6666666667,21.1935483871,18.8709677419,17.8214285714,19.7096774194,19.4,21.0,21.7,21.9032258065,23.2258064516,23.6333333333,24.1290322581,23.0,22.3870967742,7.48387096774,7.51724137931,7.67741935484,11.0,11.1612903226,11.9666666667,9.54838709677,10.5483870968,10.0333333333,11.3870967742,9.76666666667,8.87096774194
180,BUR,LAS,20206,17.6129032258,17.7142857143,17.5806451613,19.0,19.0322580645,19.5333333333,19.4193548387,19.2580645161,19.4333333333,19.064516129,17.3333333333,17.3870967742,17.5806451613,17.4285714286,17.4193548387,18.8,19.0322580645,19.4666666667,19.1612903226,19.0,18.7666666667,18.8709677419,17.5666666667,17.6129032258,17.6451612903,17.6551724138,17.3548387097,18.4,19.0967741935,19.4666666667,18.9032258065,19.2903225806,18.8333333333,18.935483871,17.5666666667,17.3548387097
181,LAX,MSP,20075,10.064516129,10.3571428571,12.7419354839,16.6333333333,16.1935483871,16.9,16.7419354839,16.8387096774,16.9333333333,16.7419354839,16.1333333333,15.935483871,15.8709677419,17.3571428571,19.3548387097,19.4333333333,19.1290322581,19.4333333333,19.2258064516,19.2258064516,18.7666666667,18.3225806452,18.0666666667,17.7419354839,17.3548387097,18.2068965517,19.1935483871,18.7333333333,19.0967741935,24.4,24.9032258065,24.0967741935,22.1666666667,22.7096774194,22.2333333333,21.6129032258
182,ATL,AUS,20073,16.7096774194,16.3571428571,17.8064516129,17.9,17.8387096774,19.9666666667,20.2580645161,19.3548387097,18.8666666667,18.935483871,16.8,16.8064516129,16.2903225806,16.5714285714,18.9032258065,19.4333333333,19.4516129032,20.0,19.7419354839,19.8064516129,18.9666666667,19.2903225806,19.4333333333,19.2903225806,16.6129032258,16.3448275862,17.2258064516,18.7,18.7741935484,18.8,18.5806451613,18.7096774194,18.1333333333,17.8709677419,17.3666666667,17.0967741935
183,CLT,MIA,20064,23.7419354839,23.7142857143,24.1290322581,24.0,25.5483870968,17.8666666667,18.064516129,17.8709677419,17.4,17.7419354839,17.2666666667,17.6774193548,17.6774193548,17.5714285714,18.0,18.0,18.0322580645,18.0,18.0,18.0,17.8,18.0,17.6666666667,17.6774193548,17.5806451613,17.6551724138,18.0,18.0,18.0,16.2,16.0,15.935483871,15.5333333333,15.6129032258,15.6,15.6774193548
184,HOU,MSY,19943,18.3548387097,18.4642857143,18.6451612903,18.9333333333,18.5806451613,18.6666666667,18.4193548387,18.0,18.3333333333,18.4838709677,17.5666666667,17.8064516129,18.5483870968,19.0714285714,18.4193548387,18.5666666667,18.1290322581,18.6666666667,18.4838709677,18.1290322581,17.7666666667,18.1612903226,17.4666666667,17.7419354839,18.2580645161,18.5172413793,17.3870967742,17.8,18.3225806452,18.6666666667,18.1935483871,18.4193548387,18.0666666667,17.9677419355,17.5,16.6774193548
185,CVG,ORD,19914,15.3548387097,18.6428571429,20.8064516129,20.5,22.0967741935,26.3666666667,22.9032258065,22.8709677419,23.2,20.935483871,22.6666666667,18.8064516129,20.6774193548,22.8571428571,21.6129032258,25.3666666667,27.7741935484,29.6,25.0967741935,25.5806451613,25.9666666667,24.5483870968,23.7666666667,19.4193548387,10.2258064516,10.6206896552,10.8387096774,11.1,10.4193548387,11.5,10.4193548387,9.1935483871,5.73333333333,6.77419354839,5.0,5.29032258065
186,ATL,MEM,19850,15.8709677419,15.4285714286,15.4838709677,15.4,15.0322580645,15.1333333333,14.4516129032,16.1935483871,18.8333333333,19.2580645161,19.0,17.5806451613,17.6774193548,18.3571428571,18.6129032258,18.8666666667,18.1935483871,19.4666666667,19.0322580645,19.064516129,18.5333333333,18.935483871,19.1,17.935483871,17.4193548387,18.275862069,18.5806451613,18.6333333333,19.3225806452,20.1333333333,19.6774193548,20.1290322581,19.8,20.3870967742,20.3,17.8709677419
187,ONT,PHX,19768,18.8709677419,18.4285714286,18.5483870968,19.9,20.4193548387,22.2,22.4838709677,21.1612903226,19.1666666667,20.8064516129,20.1666666667,17.6129032258,16.6451612903,15.8571428571,17.1612903226,19.2,19.064516129,19.0666666667,19.064516129,18.3870967742,16.8666666667,17.2580645161,17.0,17.4516129032,15.3548387097,15.1724137931,18.2258064516,17.2333333333,17.0322580645,16.7333333333,16.5483870968,15.935483871,15.2666666667,15.2580645161,16.0666666667,17.4193548387
188,CLT,DTW,19731,19.7419354839,19.2142857143,19.4193548387,19.4333333333,18.2580645161,17.2666666667,17.0,17.0,18.1,19.4838709677,17.6,18.0967741935,19.4516129032,18.6428571429,19.2258064516,19.8,17.6774193548,16.4,16.4838709677,15.7419354839,19.6333333333,21.0,21.6666666667,18.8064516129,20.1612903226,20.4827586207,18.4516129032,18.0333333333,18.0967741935,16.9,13.7096774194,15.7419354839,14.0666666667,17.0,16.3333333333,14.2903225806
189,DCA,MIA,19682,19.6451612903,19.7142857143,19.8064516129,19.6,18.1935483871,17.7333333333,17.6129032258,17.0967741935,16.0,16.1935483871,17.6666666667,18.2580645161,18.3225806452,17.9285714286,18.1612903226,17.7333333333,17.6774193548,18.0,18.0,17.7419354839,17.2666666667,17.4838709677,17.4,17.6129032258,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.8,17.935483871
190,SFO,SLC,19626,13.4838709677,13.0357142857,12.5806451613,10.8666666667,11.0,17.7333333333,18.7419354839,19.2903225806,19.9333333333,17.6451612903,17.4666666667,18.064516129,17.5806451613,17.1071428571,20.5806451613,19.1,16.5161290323,18.0,18.5806451613,18.935483871,18.0333333333,18.1935483871,19.6,19.6129032258,17.7419354839,17.1724137931,20.935483871,16.6666666667,19.064516129,19.9333333333,20.3225806452,20.3225806452,18.6,20.4193548387,20.1666666667,21.064516129
191,ATL,SAT,19545,17.7096774194,16.6428571429,18.8387096774,19.0333333333,18.4838709677,19.1,19.5806451613,19.2258064516,19.0666666667,19.3548387097,18.8333333333,19.3548387097,16.8064516129,16.5,17.3870967742,17.0333333333,16.7096774194,17.6666666667,17.5483870968,17.6129032258,16.9333333333,17.0967741935,17.1333333333,17.2903225806,16.7096774194,16.8965517241,17.1612903226,17.0,17.7419354839,18.5333333333,18.2580645161,18.6451612903,17.9,18.1935483871,16.9666666667,16.7741935484
192,DEN,MDW,19503,19.0967741935,18.7857142857,19.2258064516,19.3333333333,20.0967741935,22.3333333333,23.0,22.4838709677,22.2333333333,20.6774193548,18.9,18.5161290323,15.5161290323,15.0714285714,17.1612903226,17.1333333333,16.7419354839,17.3333333333,17.2580645161,16.9677419355,16.2666666667,16.1612903226,14.6333333333,14.8064516129,15.3548387097,15.275862069,16.8709677419,17.2666666667,17.1290322581,17.5333333333,17.3225806452,17.4193548387,16.8666666667,17.0,15.7666666667,16.8064516129
