,ROUTE,count,DEST,ORIGIN
2378,"Row(_1=u'13344', _2=u'13930')",2141,ORD,MKG
2379,"Row(_1=u'13930', _2=u'13344')",2141,MKG,ORD
2380,"Row(_1=u'12266', _2=u'14122')",2141,PIT,IAH
2381,"Row(_1=u'14869', _2=u'13264')",2141,MFR,SLC
2382,"Row(_1=u'13264', _2=u'14869')",2141,SLC,MFR
2383,"Row(_1=u'13487', _2=u'10620')",2139,BIL,MSP
2384,"Row(_1=u'11884', _2=u'13796')",2138,OAK,GEG
2385,"Row(_1=u'11298', _2=u'13277')",2138,MGM,DFW
2386,"Row(_1=u'10620', _2=u'13487')",2138,MSP,BIL
2387,"Row(_1=u'13277', _2=u'11298')",2138,DFW,MGM
2388,"Row(_1=u'11066', _2=u'15304')",2136,TPA,CMH
2389,"Row(_1=u'14831', _2=u'13830')",2133,OGG,SJC
2390,"Row(_1=u'13830', _2=u'14831')",2132,SJC,OGG
2391,"Row(_1=u'10599', _2=u'11433')",2132,DTW,BHM
2392,"Row(_1=u'10397', _2=u'11617')",2131,EWN,ATL
2393,"Row(_1=u'12889', _2=u'11884')",2131,GEG,LAS
2394,"Row(_1=u'11433', _2=u'10599')",2131,BHM,DTW
2395,"Row(_1=u'13796', _2=u'13830')",2130,OGG,OAK
2396,"Row(_1=u'11617', _2=u'10397')",2130,ATL,EWN
2397,"Row(_1=u'13830', _2=u'13796')",2130,OAK,OGG
2398,"Row(_1=u'11884', _2=u'12889')",2129,LAS,GEG
2399,"Row(_1=u'13290', _2=u'11298')",2129,DFW,MHK
2400,"Row(_1=u'11298', _2=u'13290')",2127,MHK,DFW
2401,"Row(_1=u'14730', _2=u'11618')",2126,EWR,SDF
2402,"Row(_1=u'14747', _2=u'12758')",2125,KOA,SEA
2403,"Row(_1=u'12758', _2=u'14747')",2123,SEA,KOA
2404,"Row(_1=u'12884', _2=u'11433')",2120,DTW,LAN
2405,"Row(_1=u'14869', _2=u'14683')",2113,SAT,SLC
2406,"Row(_1=u'14683', _2=u'14869')",2112,SLC,SAT
2407,"Row(_1=u'11433', _2=u'12884')",2109,LAN,DTW
2408,"Row(_1=u'14679', _2=u'12173')",2109,HNL,SAN
2409,"Row(_1=u'12173', _2=u'14679')",2109,SAN,HNL
2410,"Row(_1=u'13796', _2=u'11884')",2108,GEG,OAK
2411,"Row(_1=u'14771', _2=u'10561')",2102,BFL,SFO
2412,"Row(_1=u'14321', _2=u'10397')",2101,ATL,PWM
2413,"Row(_1=u'10397', _2=u'14321')",2101,PWM,ATL
2414,"Row(_1=u'10561', _2=u'11292')",2100,DEN,BFL
2415,"Row(_1=u'10561', _2=u'14771')",2098,SFO,BFL
2416,"Row(_1=u'12191', _2=u'13796')",2097,OAK,HOU
2417,"Row(_1=u'11292', _2=u'10561')",2097,BFL,DEN
2418,"Row(_1=u'11865', _2=u'11292')",2096,DEN,GCC
2419,"Row(_1=u'10423', _2=u'10821')",2096,BWI,AUS
2420,"Row(_1=u'13232', _2=u'10599')",2096,BHM,MDW
2421,"Row(_1=u'11292', _2=u'11865')",2096,GCC,DEN
2422,"Row(_1=u'14893', _2=u'13930')",2093,ORD,SMF
2423,"Row(_1=u'10693', _2=u'11066')",2093,CMH,BNA
2424,"Row(_1=u'13232', _2=u'13244')",2093,MEM,MDW
2425,"Row(_1=u'11921', _2=u'11292')",2089,DEN,GJT
2426,"Row(_1=u'11298', _2=u'13931')",2089,ORF,DFW
2427,"Row(_1=u'13931', _2=u'11298')",2089,DFW,ORF
2428,"Row(_1=u'10693', _2=u'14193')",2089,PNS,BNA
2429,"Row(_1=u'11292', _2=u'11921')",2088,GJT,DEN
2430,"Row(_1=u'10599', _2=u'13232')",2088,MDW,BHM
2431,"Row(_1=u'10423', _2=u'10693')",2088,BNA,AUS
2432,"Row(_1=u'14193', _2=u'10693')",2088,BNA,PNS
2433,"Row(_1=u'13930', _2=u'14893')",2088,SMF,ORD
2434,"Row(_1=u'13244', _2=u'13232')",2086,MDW,MEM
2435,"Row(_1=u'15016', _2=u'10693')",2083,BNA,STL
2436,"Row(_1=u'10693', _2=u'10423')",2082,AUS,BNA
2437,"Row(_1=u'10693', _2=u'15016')",2081,STL,BNA
2438,"Row(_1=u'12266', _2=u'15016')",2080,STL,IAH
2439,"Row(_1=u'13796', _2=u'12191')",2079,HOU,OAK
2440,"Row(_1=u'11433', _2=u'11003')",2079,CID,DTW
2441,"Row(_1=u'13232', _2=u'11057')",2078,CLT,MDW
2442,"Row(_1=u'11298', _2=u'11638')",2077,FAT,DFW
2443,"Row(_1=u'11292', _2=u'14543')",2077,RKS,DEN
2444,"Row(_1=u'11638', _2=u'11298')",2077,DFW,FAT
2445,"Row(_1=u'14543', _2=u'11292')",2076,DEN,RKS
2446,"Row(_1=u'11057', _2=u'14869')",2072,SLC,CLT
2447,"Row(_1=u'14679', _2=u'10423')",2071,AUS,SAN
2448,"Row(_1=u'14869', _2=u'11057')",2070,CLT,SLC
2449,"Row(_1=u'11298', _2=u'13367')",2069,MLI,DFW
2450,"Row(_1=u'14100', _2=u'12953')",2068,LGA,PHL
2451,"Row(_1=u'13367', _2=u'11298')",2068,DFW,MLI
2452,"Row(_1=u'11057', _2=u'13232')",2067,MDW,CLT
2453,"Row(_1=u'13930', _2=u'15295')",2066,TOL,ORD
2454,"Row(_1=u'15295', _2=u'13930')",2066,ORD,TOL
2455,"Row(_1=u'11986', _2=u'11292')",2064,DEN,GRR
2456,"Row(_1=u'14492', _2=u'12266')",2063,IAH,RDU
2457,"Row(_1=u'10423', _2=u'14679')",2062,SAN,AUS
2458,"Row(_1=u'14869', _2=u'11278')",2061,DCA,SLC
2459,"Row(_1=u'11278', _2=u'14869')",2060,SLC,DCA
2460,"Row(_1=u'11292', _2=u'12896')",2059,LBB,DEN
2461,"Row(_1=u'12896', _2=u'11292')",2059,DEN,LBB
2462,"Row(_1=u'14683', _2=u'14679')",2059,SAN,SAT
2463,"Row(_1=u'10821', _2=u'10423')",2057,AUS,BWI
2464,"Row(_1=u'11433', _2=u'14122')",2057,PIT,DTW
2465,"Row(_1=u'11066', _2=u'10693')",2053,BNA,CMH
2466,"Row(_1=u'14679', _2=u'14683')",2052,SAT,SAN
2467,"Row(_1=u'10397', _2=u'15376')",2051,TUS,ATL
2468,"Row(_1=u'15376', _2=u'10397')",2050,ATL,TUS
2469,"Row(_1=u'10599', _2=u'15304')",2045,TPA,BHM
2470,"Row(_1=u'14869', _2=u'11109')",2044,COS,SLC
2471,"Row(_1=u'15304', _2=u'10599')",2044,BHM,TPA
2472,"Row(_1=u'11109', _2=u'14869')",2044,SLC,COS
2473,"Row(_1=u'11057', _2=u'13244')",2041,MEM,CLT
2474,"Row(_1=u'13244', _2=u'11057')",2040,CLT,MEM
2475,"Row(_1=u'10785', _2=u'13930')",2039,ORD,BTV
2476,"Row(_1=u'11292', _2=u'11986')",2038,GRR,DEN
2477,"Row(_1=u'11638', _2=u'14107')",2036,PHX,FAT
2478,"Row(_1=u'14107', _2=u'11638')",2036,FAT,PHX
2479,"Row(_1=u'10397', _2=u'15024')",2034,STT,ATL
2480,"Row(_1=u'14108', _2=u'11298')",2033,DFW,PIA
2481,"Row(_1=u'15024', _2=u'10397')",2033,ATL,STT
2482,"Row(_1=u'11298', _2=u'14108')",2032,PIA,DFW
2483,"Row(_1=u'13873', _2=u'10299')",2028,ANC,OME
2484,"Row(_1=u'10299', _2=u'13970')",2027,OTZ,ANC
2485,"Row(_1=u'12339', _2=u'13198')",2025,MCI,IND
2486,"Row(_1=u'15016', _2=u'14683')",2023,SAT,STL
2487,"Row(_1=u'12191', _2=u'13198')",2018,MCI,HOU
2488,"Row(_1=u'13930', _2=u'10299')",2018,ANC,ORD
2489,"Row(_1=u'14783', _2=u'11292')",2016,DEN,SGF
2490,"Row(_1=u'14831', _2=u'10423')",2015,AUS,SJC
2491,"Row(_1=u'11618', _2=u'13198')",2014,MCI,EWR
2492,"Row(_1=u'12191', _2=u'10599')",2008,BHM,HOU
2493,"Row(_1=u'14683', _2=u'15016')",2008,STL,SAT
2494,"Row(_1=u'13198', _2=u'12339')",2006,IND,MCI
2495,"Row(_1=u'11292', _2=u'14783')",2006,SGF,DEN
2496,"Row(_1=u'13342', _2=u'10721')",2006,BOS,MKE
2497,"Row(_1=u'14027', _2=u'13930')",2004,ORD,PBI
2498,"Row(_1=u'13871', _2=u'11618')",2003,EWR,OMA
2499,"Row(_1=u'13127', _2=u'14869')",2002,SLC,LWS
2500,"Row(_1=u'13930', _2=u'14027')",2002,PBI,ORD
2501,"Row(_1=u'13930', _2=u'10685')",2002,BMI,ORD
2502,"Row(_1=u'10685', _2=u'13930')",2001,ORD,BMI
2503,"Row(_1=u'14869', _2=u'13127')",2001,LWS,SLC
2504,"Row(_1=u'13230', _2=u'11433')",2001,DTW,MDT
2505,"Row(_1=u'10299', _2=u'13930')",2000,ORD,ANC
2506,"Row(_1=u'14730', _2=u'11298')",2000,DFW,SDF
2507,"Row(_1=u'14492', _2=u'12264')",1999,IAD,RDU
2508,"Row(_1=u'11298', _2=u'14730')",1999,SDF,DFW
2509,"Row(_1=u'10599', _2=u'12191')",1998,HOU,BHM
2510,"Row(_1=u'14869', _2=u'13851')",1997,OKC,SLC
2511,"Row(_1=u'13930', _2=u'11995')",1997,GSO,ORD
2512,"Row(_1=u'11618', _2=u'14730')",1996,SDF,EWR
2513,"Row(_1=u'13198', _2=u'12191')",1995,HOU,MCI
2514,"Row(_1=u'13851', _2=u'14869')",1995,SLC,OKC
2515,"Row(_1=u'13930', _2=u'10785')",1995,BTV,ORD
2516,"Row(_1=u'12889', _2=u'15304')",1993,TPA,LAS
2517,"Row(_1=u'12266', _2=u'14492')",1989,RDU,IAH
2518,"Row(_1=u'11433', _2=u'14150')",1988,PLN,DTW
2519,"Row(_1=u'12888', _2=u'11292')",1988,DEN,LAR
2520,"Row(_1=u'11292', _2=u'12888')",1988,LAR,DEN
2521,"Row(_1=u'10693', _2=u'11481')",1987,ECP,BNA
2522,"Row(_1=u'14869', _2=u'13198')",1987,MCI,SLC
2523,"Row(_1=u'11481', _2=u'10693')",1986,BNA,ECP
2524,"Row(_1=u'14150', _2=u'11433')",1986,DTW,PLN
2525,"Row(_1=u'15304', _2=u'12889')",1985,LAS,TPA
2526,"Row(_1=u'13198', _2=u'14869')",1984,SLC,MCI
2527,"Row(_1=u'10721', _2=u'13342')",1983,MKE,BOS
2528,"Row(_1=u'11259', _2=u'11697')",1983,FLL,DAL
2529,"Row(_1=u'10693', _2=u'14683')",1983,SAT,BNA
2530,"Row(_1=u'11298', _2=u'14952')",1982,SPI,DFW
2531,"Row(_1=u'14952', _2=u'11298')",1982,DFW,SPI
2532,"Row(_1=u'13495', _2=u'11278')",1982,DCA,MSY
2533,"Row(_1=u'14683', _2=u'10693')",1981,BNA,SAT
2534,"Row(_1=u'13433', _2=u'13487')",1980,MSP,MOT
2535,"Row(_1=u'13487', _2=u'13433')",1980,MOT,MSP
2536,"Row(_1=u'12478', _2=u'12954')",1979,LGB,JFK
2537,"Row(_1=u'10821', _2=u'14843')",1978,SJU,BWI
2538,"Row(_1=u'11292', _2=u'11413')",1977,DRO,DEN
2539,"Row(_1=u'12953', _2=u'13931')",1977,ORF,LGA
2540,"Row(_1=u'11413', _2=u'11292')",1976,DEN,DRO
2541,"Row(_1=u'13198', _2=u'13342')",1976,MKE,MCI
2542,"Row(_1=u'12954', _2=u'12478')",1976,JFK,LGB
2543,"Row(_1=u'14843', _2=u'10821')",1976,BWI,SJU
2544,"Row(_1=u'10423', _2=u'14831')",1975,SJC,AUS
2545,"Row(_1=u'14869', _2=u'14489')",1975,RDM,SLC
2546,"Row(_1=u'14489', _2=u'14869')",1975,SLC,RDM
2547,"Row(_1=u'11066', _2=u'12892')",1974,LAX,CMH
2548,"Row(_1=u'12892', _2=u'11066')",1974,CMH,LAX
2549,"Row(_1=u'13342', _2=u'13198')",1972,MCI,MKE
2550,"Row(_1=u'11697', _2=u'11259')",1972,DAL,FLL
2551,"Row(_1=u'15016', _2=u'13303')",1972,MIA,STL
2552,"Row(_1=u'13303', _2=u'15016')",1972,STL,MIA
2553,"Row(_1=u'11433', _2=u'13230')",1967,MDT,DTW
2554,"Row(_1=u'11278', _2=u'10994')",1966,CHS,DCA
2555,"Row(_1=u'11066', _2=u'15016')",1966,STL,CMH
2556,"Row(_1=u'10994', _2=u'11278')",1965,DCA,CHS
2557,"Row(_1=u'14492', _2=u'11697')",1965,FLL,RDU
2558,"Row(_1=u'11697', _2=u'14492')",1965,RDU,FLL
2559,"Row(_1=u'10299', _2=u'13487')",1964,MSP,ANC
2560,"Row(_1=u'13487', _2=u'10299')",1963,ANC,MSP
2561,"Row(_1=u'13198', _2=u'10721')",1961,BOS,MCI
2562,"Row(_1=u'13198', _2=u'11618')",1961,EWR,MCI
2563,"Row(_1=u'11298', _2=u'12915')",1957,LCH,DFW
2564,"Row(_1=u'12915', _2=u'11298')",1957,DFW,LCH
2565,"Row(_1=u'10721', _2=u'13198')",1956,MCI,BOS
2566,"Row(_1=u'12264', _2=u'14492')",1956,RDU,IAD
2567,"Row(_1=u'11618', _2=u'13871')",1954,OMA,EWR
2568,"Row(_1=u'15096', _2=u'11057')",1953,CLT,SYR
2569,"Row(_1=u'11057', _2=u'15096')",1953,SYR,CLT
2570,"Row(_1=u'15016', _2=u'11066')",1952,CMH,STL
2571,"Row(_1=u'11259', _2=u'14679')",1950,SAN,DAL
2572,"Row(_1=u'11618', _2=u'12264')",1949,IAD,EWR
2573,"Row(_1=u'15304', _2=u'13342')",1949,MKE,TPA
2574,"Row(_1=u'14107', _2=u'15370')",1949,TUL,PHX
2575,"Row(_1=u'11193', _2=u'12892')",1947,LAX,CVG
2576,"Row(_1=u'12892', _2=u'11193')",1947,CVG,LAX
2577,"Row(_1=u'14679', _2=u'11259')",1947,DAL,SAN
2578,"Row(_1=u'11003', _2=u'11433')",1943,DTW,CID
2579,"Row(_1=u'12451', _2=u'13930')",1943,ORD,JAX
2580,"Row(_1=u'11278', _2=u'13198')",1942,MCI,DCA
2581,"Row(_1=u'15370', _2=u'14107')",1942,PHX,TUL
2582,"Row(_1=u'11413', _2=u'11298')",1941,DFW,DRO
2583,"Row(_1=u'11298', _2=u'11413')",1941,DRO,DFW
2584,"Row(_1=u'13198', _2=u'11278')",1939,DCA,MCI
2585,"Row(_1=u'10713', _2=u'11884')",1939,GEG,BOI
2586,"Row(_1=u'11697', _2=u'14107')",1938,PHX,FLL
2587,"Row(_1=u'14107', _2=u'11697')",1938,FLL,PHX
2588,"Row(_1=u'12264', _2=u'13487')",1937,MSP,IAD
2589,"Row(_1=u'12264', _2=u'11618')",1936,EWR,IAD
2590,"Row(_1=u'11986', _2=u'11618')",1936,EWR,GRR
2591,"Row(_1=u'11278', _2=u'10529')",1935,BDL,DCA
2592,"Row(_1=u'11042', _2=u'14635')",1932,RSW,CLE
2593,"Row(_1=u'10529', _2=u'11278')",1932,DCA,BDL
2594,"Row(_1=u'14843', _2=u'11298')",1931,DFW,SJU
2595,"Row(_1=u'11298', _2=u'14843')",1931,SJU,DFW
2596,"Row(_1=u'11995', _2=u'13930')",1929,ORD,GSO
2597,"Row(_1=u'14635', _2=u'11042')",1928,CLE,RSW
2598,"Row(_1=u'13342', _2=u'15304')",1925,TPA,MKE
2599,"Row(_1=u'13487', _2=u'10739')",1924,BRD,MSP
2600,"Row(_1=u'10739', _2=u'13487')",1923,MSP,BRD
2601,"Row(_1=u'13487', _2=u'12264')",1922,IAD,MSP
2602,"Row(_1=u'10994', _2=u'12266')",1922,IAH,CHS
2603,"Row(_1=u'14747', _2=u'10821')",1919,BWI,SEA
2604,"Row(_1=u'10821', _2=u'14747')",1918,SEA,BWI
2605,"Row(_1=u'12953', _2=u'14100')",1917,PHL,LGA
2606,"Row(_1=u'13930', _2=u'11274')",1916,DBQ,ORD
2607,"Row(_1=u'11274', _2=u'13930')",1915,ORD,DBQ
2608,"Row(_1=u'12266', _2=u'10994')",1914,CHS,IAH
2609,"Row(_1=u'10397', _2=u'11982')",1910,GRK,ATL
2610,"Row(_1=u'11697', _2=u'10792')",1910,BUF,FLL
2611,"Row(_1=u'13931', _2=u'13232')",1908,MDW,ORF
2612,"Row(_1=u'11982', _2=u'10397')",1907,ATL,GRK
2613,"Row(_1=u'13232', _2=u'13931')",1906,ORF,MDW
2614,"Row(_1=u'14869', _2=u'10918')",1906,CDC,SLC
2615,"Row(_1=u'10918', _2=u'14869')",1906,SLC,CDC
2616,"Row(_1=u'10434', _2=u'11433')",1905,DTW,AVP
2617,"Row(_1=u'11884', _2=u'10713')",1905,BOI,GEG
2618,"Row(_1=u'11433', _2=u'10434')",1904,AVP,DTW
2619,"Row(_1=u'10792', _2=u'11697')",1904,FLL,BUF
2620,"Row(_1=u'14100', _2=u'14869')",1893,SLC,PHL
2621,"Row(_1=u'14869', _2=u'14100')",1893,PHL,SLC
2622,"Row(_1=u'11146', _2=u'13930')",1889,ORD,CRW
2623,"Row(_1=u'13930', _2=u'11146')",1885,CRW,ORD
2624,"Row(_1=u'11986', _2=u'10821')",1884,BWI,GRR
2625,"Row(_1=u'10821', _2=u'11986')",1882,GRR,BWI
2626,"Row(_1=u'12129', _2=u'13487')",1881,MSP,HIB
2627,"Row(_1=u'11298', _2=u'11867')",1880,GCK,DFW
2628,"Row(_1=u'13487', _2=u'12129')",1880,HIB,MSP
2629,"Row(_1=u'11867', _2=u'11298')",1880,DFW,GCK
2630,"Row(_1=u'12945', _2=u'11298')",1875,DFW,LEX
2631,"Row(_1=u'14893', _2=u'10397')",1874,ATL,SMF
2632,"Row(_1=u'10397', _2=u'14893')",1874,SMF,ATL
2633,"Row(_1=u'12953', _2=u'13495')",1874,MSY,LGA
2634,"Row(_1=u'11298', _2=u'12945')",1873,LEX,DFW
2635,"Row(_1=u'12511', _2=u'11298')",1869,DFW,JLN
2636,"Row(_1=u'10599', _2=u'10821')",1868,BWI,BHM
2637,"Row(_1=u'11298', _2=u'12511')",1867,JLN,DFW
2638,"Row(_1=u'12266', _2=u'12177')",1866,HOB,IAH
2639,"Row(_1=u'12177', _2=u'12266')",1866,IAH,HOB
2640,"Row(_1=u'10299', _2=u'14709')",1864,SCC,ANC
2641,"Row(_1=u'14635', _2=u'12266')",1864,IAH,RSW
2642,"Row(_1=u'14057', _2=u'13830')",1859,OGG,PDX
2643,"Row(_1=u'13495', _2=u'12953')",1858,LGA,MSY
2644,"Row(_1=u'13830', _2=u'14057')",1858,PDX,OGG
2645,"Row(_1=u'13930', _2=u'10372')",1858,ASE,ORD
2646,"Row(_1=u'12266', _2=u'14635')",1855,RSW,IAH
2647,"Row(_1=u'12953', _2=u'13198')",1855,MCI,LGA
2648,"Row(_1=u'10821', _2=u'10599')",1853,BHM,BWI
2649,"Row(_1=u'13487', _2=u'14696')",1851,SBN,MSP
2650,"Row(_1=u'14696', _2=u'13487')",1849,MSP,SBN
2651,"Row(_1=u'12889', _2=u'10792')",1848,BUF,LAS
2652,"Row(_1=u'10372', _2=u'13930')",1847,ORD,ASE
2653,"Row(_1=u'10792', _2=u'12889')",1846,LAS,BUF
2654,"Row(_1=u'13198', _2=u'12953')",1845,LGA,MCI
2655,"Row(_1=u'11278', _2=u'14635')",1844,RSW,DCA
2656,"Row(_1=u'14122', _2=u'13487')",1844,MSP,PIT
2657,"Row(_1=u'13232', _2=u'10994')",1843,CHS,MDW
2658,"Row(_1=u'14635', _2=u'11278')",1843,DCA,RSW
2659,"Row(_1=u'10994', _2=u'13232')",1841,MDW,CHS
2660,"Row(_1=u'10821', _2=u'11267')",1837,DAY,BWI
2661,"Row(_1=u'11618', _2=u'11986')",1836,GRR,EWR
2662,"Row(_1=u'11267', _2=u'10821')",1836,BWI,DAY
2663,"Row(_1=u'14635', _2=u'15016')",1835,STL,RSW
2664,"Row(_1=u'15016', _2=u'14635')",1833,RSW,STL
2665,"Row(_1=u'13931', _2=u'12953')",1828,LGA,ORF
2666,"Row(_1=u'12391', _2=u'11697')",1827,FLL,ISP
2667,"Row(_1=u'11278', _2=u'13495')",1826,MSY,DCA
2668,"Row(_1=u'11697', _2=u'12391')",1818,ISP,FLL
2669,"Row(_1=u'14685', _2=u'11298')",1809,DFW,SAV
2670,"Row(_1=u'11298', _2=u'14685')",1808,SAV,DFW
2671,"Row(_1=u'13930', _2=u'12451')",1807,JAX,ORD
2672,"Row(_1=u'14893', _2=u'13487')",1807,MSP,SMF
2673,"Row(_1=u'13487', _2=u'14893')",1807,SMF,MSP
2674,"Row(_1=u'15411', _2=u'12266')",1801,IAH,TYR
2675,"Row(_1=u'15016', _2=u'14747')",1801,SEA,STL
2676,"Row(_1=u'14747', _2=u'15016')",1801,STL,SEA
2677,"Row(_1=u'12266', _2=u'15411')",1801,TYR,IAH
2678,"Row(_1=u'13495', _2=u'15016')",1800,STL,MSY
2679,"Row(_1=u'11481', _2=u'12191')",1798,HOU,ECP
2680,"Row(_1=u'12191', _2=u'11481')",1797,ECP,HOU
2681,"Row(_1=u'15016', _2=u'13495')",1797,MSY,STL
2682,"Row(_1=u'11298', _2=u'11905')",1794,GGG,DFW
2683,"Row(_1=u'15016', _2=u'12266')",1793,IAH,STL
2684,"Row(_1=u'11905', _2=u'11298')",1793,DFW,GGG
2685,"Row(_1=u'13296', _2=u'11618')",1793,EWR,MHT
2686,"Row(_1=u'14107', _2=u'11042')",1793,CLE,PHX
2687,"Row(_1=u'13303', _2=u'15249')",1792,TLH,MIA
2688,"Row(_1=u'11042', _2=u'14107')",1791,PHX,CLE
2689,"Row(_1=u'15016', _2=u'14869')",1790,SLC,STL
2690,"Row(_1=u'15249', _2=u'13303')",1790,MIA,TLH
2691,"Row(_1=u'14574', _2=u'13930')",1788,ORD,ROA
2692,"Row(_1=u'14869', _2=u'15016')",1787,STL,SLC
2693,"Row(_1=u'14747', _2=u'13198')",1785,MCI,SEA
2694,"Row(_1=u'13930', _2=u'14574')",1785,ROA,ORD
2695,"Row(_1=u'15249', _2=u'11298')",1784,DFW,TLH
2696,"Row(_1=u'13198', _2=u'14747')",1784,SEA,MCI
2697,"Row(_1=u'13487', _2=u'14122')",1783,PIT,MSP
2698,"Row(_1=u'11298', _2=u'11921')",1780,GJT,DFW
2699,"Row(_1=u'11921', _2=u'11298')",1780,DFW,GJT
2700,"Row(_1=u'11298', _2=u'15249')",1780,TLH,DFW
2701,"Row(_1=u'11057', _2=u'12339')",1776,IND,CLT
2702,"Row(_1=u'13264', _2=u'11292')",1771,DEN,MFR
2703,"Row(_1=u'14122', _2=u'11433')",1770,DTW,PIT
2704,"Row(_1=u'10423', _2=u'14747')",1769,SEA,AUS
2705,"Row(_1=u'13930', _2=u'11577')",1769,ERI,ORD
2706,"Row(_1=u'14747', _2=u'10423')",1769,AUS,SEA
2707,"Row(_1=u'11292', _2=u'13264')",1768,MFR,DEN
2708,"Row(_1=u'10158', _2=u'11697')",1768,FLL,ACY
2709,"Row(_1=u'11577', _2=u'13930')",1768,ORD,ERI
2710,"Row(_1=u'11697', _2=u'13487')",1767,MSP,FLL
2711,"Row(_1=u'11697', _2=u'10158')",1767,ACY,FLL
2712,"Row(_1=u'15016', _2=u'13342')",1763,MKE,STL
2713,"Row(_1=u'13830', _2=u'14107')",1762,PHX,OGG
2714,"Row(_1=u'15304', _2=u'10792')",1762,BUF,TPA
2715,"Row(_1=u'14107', _2=u'13830')",1762,OGG,PHX
2716,"Row(_1=u'13487', _2=u'11697')",1762,FLL,MSP
2717,"Row(_1=u'12191', _2=u'13244')",1759,MEM,HOU
2718,"Row(_1=u'13244', _2=u'12191')",1759,HOU,MEM
2719,"Row(_1=u'14492', _2=u'13487')",1758,MSP,RDU
2720,"Row(_1=u'13303', _2=u'15027')",1753,STX,MIA
2721,"Row(_1=u'14869', _2=u'11193')",1752,CVG,SLC
2722,"Row(_1=u'15027', _2=u'13303')",1752,MIA,STX
2723,"Row(_1=u'11193', _2=u'14869')",1750,SLC,CVG
2724,"Row(_1=u'10792', _2=u'15304')",1749,TPA,BUF
2725,"Row(_1=u'12339', _2=u'12191')",1749,HOU,IND
2726,"Row(_1=u'12191', _2=u'12339')",1745,IND,HOU
2727,"Row(_1=u'13342', _2=u'14747')",1741,SEA,MKE
2728,"Row(_1=u'14747', _2=u'13342')",1741,MKE,SEA
2729,"Row(_1=u'13342', _2=u'15016')",1740,STL,MKE
2730,"Row(_1=u'13487', _2=u'11193')",1740,CVG,MSP
2731,"Row(_1=u'14747', _2=u'12982')",1737,LIH,SEA
2732,"Row(_1=u'12982', _2=u'14747')",1736,SEA,LIH
2733,"Row(_1=u'10980', _2=u'11298')",1734,DFW,CHA
2734,"Row(_1=u'14747', _2=u'13204')",1734,MCO,SEA
2735,"Row(_1=u'11298', _2=u'10980')",1733,CHA,DFW
2736,"Row(_1=u'13204', _2=u'14747')",1730,SEA,MCO
2737,"Row(_1=u'11618', _2=u'13296')",1727,MHT,EWR
2738,"Row(_1=u'11292', _2=u'14730')",1721,SDF,DEN
2739,"Row(_1=u'12173', _2=u'13796')",1721,OAK,HNL
2740,"Row(_1=u'13796', _2=u'12173')",1719,HNL,OAK
2741,"Row(_1=u'10599', _2=u'11298')",1715,DFW,BHM
2742,"Row(_1=u'10821', _2=u'10140')",1713,ABQ,BWI
2743,"Row(_1=u'11298', _2=u'10599')",1713,BHM,DFW
2744,"Row(_1=u'10140', _2=u'10821')",1713,BWI,ABQ
2745,"Row(_1=u'12173', _2=u'14831')",1710,SJC,HNL
2746,"Row(_1=u'14831', _2=u'12173')",1710,HNL,SJC
2747,"Row(_1=u'14635', _2=u'13342')",1694,MKE,RSW
2748,"Row(_1=u'13487', _2=u'13244')",1693,MEM,MSP
2749,"Row(_1=u'12889', _2=u'13158')",1693,MAF,LAS
2750,"Row(_1=u'14679', _2=u'13204')",1692,MCO,SAN
2751,"Row(_1=u'13204', _2=u'14679')",1691,SAN,MCO
2752,"Row(_1=u'13931', _2=u'11433')",1691,DTW,ORF
2753,"Row(_1=u'13158', _2=u'12889')",1690,LAS,MAF
2754,"Row(_1=u'11298', _2=u'11980')",1688,GRI,DFW
2755,"Row(_1=u'12478', _2=u'11298')",1688,DFW,JFK
2756,"Row(_1=u'15024', _2=u'12478')",1687,JFK,STT
2757,"Row(_1=u'11298', _2=u'12478')",1687,JFK,DFW
2758,"Row(_1=u'12478', _2=u'15024')",1687,STT,JFK
2759,"Row(_1=u'11980', _2=u'11298')",1687,DFW,GRI
2760,"Row(_1=u'11292', _2=u'14794')",1684,SGU,DEN
2761,"Row(_1=u'15016', _2=u'13851')",1684,OKC,STL
2762,"Row(_1=u'14794', _2=u'11292')",1684,DEN,SGU
2763,"Row(_1=u'13930', _2=u'12217')",1681,HSV,ORD
2764,"Row(_1=u'13342', _2=u'14635')",1679,RSW,MKE
2765,"Row(_1=u'14307', _2=u'13930')",1675,ORD,PVD
2766,"Row(_1=u'10423', _2=u'11057')",1674,CLT,AUS
2767,"Row(_1=u'11603', _2=u'12892')",1673,LAX,EUG
2768,"Row(_1=u'11057', _2=u'10423')",1673,AUS,CLT
2769,"Row(_1=u'12892', _2=u'11603')",1673,EUG,LAX
2770,"Row(_1=u'10408', _2=u'11433')",1671,DTW,ATW
2771,"Row(_1=u'15304', _2=u'11042')",1670,CLE,TPA
2772,"Row(_1=u'14771', _2=u'14492')",1670,RDU,SFO
2773,"Row(_1=u'14492', _2=u'14771')",1667,SFO,RDU
2774,"Row(_1=u'13930', _2=u'10434')",1666,AVP,ORD
2775,"Row(_1=u'11042', _2=u'15304')",1666,TPA,CLE
2776,"Row(_1=u'10434', _2=u'13930')",1665,ORD,AVP
2777,"Row(_1=u'13851', _2=u'15016')",1664,STL,OKC
